_id,tweet_id,tweet_date,tweet_type,text,raw_text,bio,matches
5fc6cf318cb5d32f99abde74,1319745761911898113,2020-10-23T21:01:23.000Z,UNCW,c3RpbGwgbmVlZCB0byBnYWluIHRoYXQgaW50ZXJuc2hpcCBleHBlcmllbmNlIGRvIC1QUk9OLSBmcm9tIGhvbWUgYW5kIGdhaW4gaW50ZXJuYXRpb25hbCBleHBlcmllbmNlIG5leHQgc2VtZXN0ZXIgd2FudCB0byBsZWFybiBtb3JlIGhlYWQgb3ZlciB0byB1cmx0YWcgdXJsdGFn,Still need to gain that internship experience? Do it from home AND gain international experience next semester! Want to learn more? Head over to https://t.co/rs95vjTaB9 https://t.co/0lvYcydWNn,"over 1,000 study abroad and exchange programs in 50 countries through the university of north carolina wilmington","[""university""]"
5fc6cf318cb5d32f99abde75,1319714805222166528,2020-10-23T18:58:23.000Z,UNCW,dW5jdyBlc3BvcnQgcHJvZ3JhbSBmZWF0dXJlIG9uIHRoZSB1bmN3IGhvbWVwYWdlIC1QUk9OLSBuZXcgd2Vic2l0ZSBiZSBvZmZpY2lhbGx5IGxhdW5jaCB1cmx0YWcgZXNwb3J0c2VkdSBnYW1lIHVzZXJ0YWcgdXNlcnRhZyB1c2VydGFnIHVzZXJ0YWc=,#UNCW #Esports program featured on the UNCW homepage! Our new website is officially launched: https://t.co/sjhpukoX4B #esportsedu #gaming @uncwesportsclub @uncwesports @UNCWilmington @college_esports,"associate professor, esports coordinator at #uncw, #youtuber, author, instructional designer, #streamer, #esports, #esportsedu, #edtech, #gamer, #programmer","[""professor""]"
5fc6cf318cb5d32f99abde76,1319710189780570112,2020-10-23T18:40:02.000Z,UNCW,Y29sbGVnZSByZXAgdmlzaXQgdW5jdyBiZSBoYXZlIGEgdmlydHVhbCBtZWV0aW5nIGp1c3QgZm9yIGxlZXN2aWxsZSBzdHVkZW50IG9uIHR1ZXNkYXkgb2N0b2JlciBhdCBhbSBzaWduIGluIGhlcmUgdXJsdGFnIHVzZXJ0YWc=,"#College Rep Visit: UNCW is having a virtual meeting just for Leesville students on Tuesday, October 27 at 11:30 am. Sign in here: https://t.co/hj8t75peTZ   @leesvilleroadhs","announcements from the student services department at leesville road high school in raleigh, nc. 🦁","[""student""]"
5fc6cf318cb5d32f99abde77,1319704118869610496,2020-10-23T18:15:55.000Z,UNCW,Z3JlYXQgb3Bwb3J0dW5pdHkgaGVyZSBhdCB1bmN3IGxvb2sgZm9yIGFuIGFzc2lzdGFudCBwcm9mZXNzb3IgaW4gYWZyaWNhbiBhbWVyaWNhbiBoaXN0b3J5IGFuZCBwdWJsaWMgaGlzdG9yeSDwn5GHIPCfj7sgdXJsdGFn,Great opportunity here at UNCW - looking for an assistant professor in African American History and Public History 👇🏻 https://t.co/E7Gtlxk9xQ,"assoc prof of higher ed @uncwilmington | co-director @arrc_research | expert in college management, leadership, & finance | advocate for regional colleges","[""research"",""college"","" prof ""]"
5fc6cf318cb5d32f99abde78,1319702773471105024,2020-10-23T18:10:34.000Z,UNCW,LVBST04tIGJlIGhpcmUgdHQgcG9zaXRpb24gaW4gLVBST04tIGRlcGFydG1lbnQgaGlzdG9yeSB0aGlzIGJlIGEgcGFydCBvZiBhIGNsdXN0ZXIgaGlyZSB0aGF0IHVuY3cgYmUgZG8gYWNyb3NzIGRpc2NpcGxpbmUgbGV0IC1QUk9OLSBrbm93IGlmIC1QUk9OLSBoYXZlIHF1ZXN0aW9uIHVybHRhZw==,"We're hiring! TT position in my department (history). This is a part of a cluster hire that UNCW is doing across disciplines. Let me know if you have questions!

https://t.co/YvXelT14SR","historian of 20th c. biology at uncw. boringly interested in the typical hobbies that academics have: boardgames, soccer, cooking, reading, etc etc","[""historian"",""academic"",""academics""]"
5fc6cf318cb5d32f99abde79,1319696404831473670,2020-10-23T17:45:16.000Z,UNCW,dW5jd2l0cyBiZSBpbXBsZW1lbnQgYSBuZXcgbG9naW4gcGFnZSBmb3IgY2FudmFzbG0gd2hpY2ggd2lsbCBpbXByb3ZlIHVzZXIgZXhwZXJpZW5jZSBhbmQgc2VjdXJpdHkgZm9yIGFsbCB1c2VydGFnIHN0dWRlbnQgZmFjdWx0eSBhbmQgc3RhZmYgdGhpcyBjaGFuZ2Ugd2lsbCBiZSBpbXBsZW1lbnQgb24gb2N0b2JlciBmb3IgbW9yZSBpbmZvIHBsZWFzZSB2aXNpdCB1cmx0YWcgdXJsdGFn,"#uncwITS is implementing a new login page for #CanvasLMS, which will improve user experience &amp; security for all @UNCWilmington students, faculty &amp; staff. This change will be implemented on October 26, 2020. For more info, please visit: https://t.co/sjfwbIqa0P https://t.co/sDYT194cBU",uncw watson college of education offers undergraduate and graduate degrees from early childhood to higher education!,"[""higher education"",""college"",""graduate"",""undergraduate"",""education""]"
5fc6cf318cb5d32f99abde7a,1319659421971218432,2020-10-23T15:18:18.000Z,UNCW,LVBST04tIGhhdmUgYSBibGFzdCB3aXRoIGxpdmUgb2ZmIGNhbXB1cyB3ZWVrIGdvIHRvIC1QUk9OLSBpbnN0YWdyYW0gdXNlcnRhZyB0byBzZWUgaG93IC1QUk9OLSBjYW4gd2luIGFsbCBvZiB0aGVzZSBvcmVvIHVybHRhZw==,We had a blast with Living Off-Campus week.  Go to our Instagram (@seahawkperch) to see how you can win all of these oreos! https://t.co/wqcmztQZQk,"through the office of the dean of students, we support off-campus, non-traditional, graduate students at uncw!","[""graduate"",""student""]"
5fc6cf318cb5d32f99abde7b,1319655375696764928,2020-10-23T15:02:14.000Z,UNCW,dGhlIHNwZWFrIGZvciAtUFJPTi0gc2Nob2xhcnNoaXAgYW1vdW50IGRlYWRsaW5lIGFwcmlsIDMwdGggb3RoZXIga2V5d29yZCBsYXcgY2FyZSBlZHVjYXRpb24gdW5jdyB1bmN3IHVzZXJ0YWcgdXJsdGFn,"The Speak for You #Scholarship | Amount: $500 | Deadline: April 30th, 2021 | Other Keywords: #Law #Care #Education #UNCW UNCW @UNCWilmington | https://t.co/Rje5mY7UhI",working to assist you in the process of securing the resources necessary to afford your college education and to become fiscally fit.,"[""college"",""education""]"
5fc6cf318cb5d32f99abde7c,1319654636228431873,2020-10-23T14:59:17.000Z,UNCW,aWYgLVBST04tIGJlIGEgbWlsaXRhcnkgc3BvdXNlIGNvbnNpZGVyIGEgY2FyZWVyIGluIC1QUk9OLSAtUFJPTi0gbWF5IGJlIGFibGUgdG8gcmVjZWl2ZSBmdW5kaW5nIHRvIGJlY29tZSBhIHJlbW90ZSBwcm9mZXNzaW9uYWwgY29uc2lkZXIgLVBST04tIG15Y2FhIGNvdXJzZSB1cmx0YWcgdXJsdGFn,"If you are a military spouse considering a career in IT, you may be able to receive funding  to become a remote professional! Consider our MyCAA Courses: https://t.co/GYYPtQ8mGY https://t.co/R61TMYHJee",continuing & professional education university of north carolina wilmington,"[""university"",""education""]"
5fc6cf318cb5d32f99abde7d,1319647518620254210,2020-10-23T14:31:00.000Z,UNCW,dW5pdmVyc2l0eSBvZiBub3J0aCBjYXJvbGluYSB3aWxtaW5ndG9uIGFzc2lzdGFudCBwcm9mZXNzb3IgYWZyaWNhbiBhbWVyaWNhbiBoaXN0b3J5IGFuZCBwdWJsaWMgaGlzdG9yeSB1cmx0YWc=,"University of North Carolina Wilmington — Assistant Professor, African American History and Public History https://t.co/5WA9j37yxO","the online job board of the journal of blacks in higher education (@jbhedotcom). new administrative, faculty, & fellowship opportunities posted daily.","[""higher education"",""faculty"",""education""]"
5fc6cf318cb5d32f99abde7e,1319638834943086599,2020-10-23T13:56:30.000Z,UNCW,dW5jdyBlc3BvcnQgc3R1ZGVudCBkaXNjb3JkIGp1c3QgaGl0IG1lbWJlciAtUFJPTi0gYmUgYXdlc29tZSB0byBzZWUgaG93IGZhciAtUFJPTi0gaGF2ZSBjb21lIGluIHN1Y2ggYSBzaG9ydCB0aW1lIG5vdyB0byB3YXRjaCAtUFJPTi0gdmFsb3JhbnQgdGVhbSBjb21wZXRlIHRvbmlnaHQgdW5jd2VzcG9ydCBlc3BvcnRzZWR1IGdhbWUgdXNlcnRhZyB1c2VydGFn,"#uncw #esports student discord just hit 300 members! It's awesome to see how far we have come in such a short time. Now to watch our #Valorant team compete tonight! #uncwesports #esportsedu #gaming @uncwesportsclub @uncwesports","associate professor, esports coordinator at #uncw, #youtuber, author, instructional designer, #streamer, #esports, #esportsedu, #edtech, #gamer, #programmer","[""professor""]"
5fc6cf318cb5d32f99abde7f,1319637979573440512,2020-10-23T13:53:06.000Z,UNCW,dW5pdmVyc2l0eSBvZiBub3J0aCBjYXJvbGluYSB3aWxtaW5ndG9uIHZpY2UgY2hhbmNlbGxvciBmb3Igc3R1ZGVudCBhZmZhaXIgdXJsdGFn,University of North Carolina Wilmington — Vice Chancellor for Student Affairs https://t.co/vzgAGBcKd2,"the online job board of the journal of blacks in higher education (@jbhedotcom). new administrative, faculty, & fellowship opportunities posted daily.","[""higher education"",""faculty"",""education""]"
5fc6cf318cb5d32f99abde80,1319632423349571585,2020-10-23T13:31:01.000Z,UNCW,Y2hlY2sgb3V0IHRoZSBjaXR5IG9mIHdpbG1pbmd0b24gZmlyZSBkZXBhcnRtZW50IHRpcCBmb3IgaGF2ZSBhIHNhZmUgZXhwZXJpZW5jZSBsaXZlIG9mZiBjYW1wdXMgdXJsdGFn,Check out the City of Wilmington Fire Department tips for having a safe experience living off-campus!  https://t.co/rdXmvTFqPD,"through the office of the dean of students, we support off-campus, non-traditional, graduate students at uncw!","[""graduate"",""student""]"
5fc6cf318cb5d32f99abde81,1319609311656628224,2020-10-23T11:59:11.000Z,UNCW,ZnJpZGF5IGZhbGwgc2VsZiBjYXJlIHRpcCBmb3IgdGhlIHdlZWtlbmQgYW5kIGEgcmVtaW5kZXIgdG8gcGxlYXNlIHZvdGUg8J+RjyDinaQg77iPIHNlbGZjYXJlIHVuY3cgdW5jd2NjIHVuY3doZWFsdGh5aGF3a3MgZnJpZGF5IHdlZWtlbmR2aWJlcyBoeWRyYXRlIHVybHRhZw==,Friday Fall Self-Care tips for the weekend and a reminder to please vote! 👏❤️ #selfcare #uncw #uncwcc #uncwhealthyhawks #friday #weekendvibes #hydrate https://t.co/oetJ21VeYO,"this page exists solely for educational, marketing, and networking purposes. for cc questions call 910-962-3746. contact upd at 910-962-2222 for emergencies.","[""education""]"
5fc6cf318cb5d32f99abde82,1319594345977163776,2020-10-23T10:59:43.000Z,UNCW,dXNlcnRhZyBpIGJlIG9yZ2FuaXplIGEgd2ViaW5hciBvbiBnZW9sb2d5IGludml0ZSAtUFJPTi0gdG8gam9pbiAtUFJPTi0gd2ViaW5hciB1cmx0YWc=,@MarineGeo_UNCW I am organizing a webinar on Geology 2020. Inviting you to join our Webinar. https://t.co/hP5erZjXPb,"coordinates program associated conferences together with workshops, symposium, international conferences and university conferences.","[""university""]"
5fc6cf318cb5d32f99abde83,1319594273717669888,2020-10-23T10:59:26.000Z,UNCW,dXNlcnRhZyB1c2VydGFnIHVzZXJ0YWcgaSBiZSBvcmdhbml6ZSBhIHdlYmluYXIgb24gZ2VvbG9neSBpbnZpdGUgLVBST04tIHRvIGpvaW4gLVBST04tIHdlYmluYXIgdXJsdGFn,@MarineGeo_UNCW @elizabethsibert @PalaeoPERCS I am organizing a webinar on Geology 2020. Inviting you to join our Webinar. https://t.co/hP5erZjXPb,"coordinates program associated conferences together with workshops, symposium, international conferences and university conferences.","[""university""]"
5fc6cf318cb5d32f99abde84,1319584149506764800,2020-10-23T10:19:12.000Z,UNCW,d2VhciAtUFJPTi0gdXNlcnRhZyBjb2xsZWdlIGFsbWEgbWF0ZXIgZ2VhciB0b2RheSBhbmQgbmV4dCB0dWVzZGF5IGluIGhvbm9yIG9mIGNvbGxlZ2UgYXBwbGljYXRpb24gd2VlayBhdCB1c2VydGFnIGNmbmMgYXBwbHlmb3Jjb2xsZWdlIG5jY291bnRkb3dudG9jb2xsZWdlIGNsYXNzb2YyMDIxIHVuY3cgd2luZ3N1cCB1cmx0YWc=,"Wearing my @UNCWilmington college alma mater gear today and next Tuesday in honor of College Application Week at @NJHS_Panthers! 
#CFNC #ApplyForCollege #NCCountdownToCollege #Classof2021 #UNCW #WingsUp https://t.co/nDI6iQ4szI",health/pe teacher & wbb coach at north johnston high school/ #uncw & #ecu graduate/ huge sports fan but try to keep it in perspective,"[""graduate""]"
5fc6cf318cb5d32f99abde85,1319435875302899714,2020-10-23T00:30:01.000Z,UNCW,dGhlIHVuY3cgd29tYW4gYmUgYmFza2V0YmFsbCB0ZWFtIHdpbGwgbG9vayBhIGJpdCBkaWZmZXJlbnQgaW4gdGhlIHNlYWhhd2tzIGhhdmUgZWlnaHQgbmV3IGZhY2Ugam9pbiB0aGUgcHJvZ3JhbSB0aGlzIHNlYXNvbiBjaGVjayBvdXQgdGhpcyB5ZWFyIHNxdWFkIHVybHRhZyB1cmx0YWc=,"The UNCW Women's Basketball team will look a bit different in 2020. The Seahawks have eight new faces joining the program this season. Check out this years squad!  https://t.co/4JtlbQQXMr https://t.co/EhWFA9Y8DI","wway sports is the place to be in order to keep up with high school sports, college sports & pro sports in se north carolina. tune in weeknights at 11!","[""college""]"
5fc6cf318cb5d32f99abde86,1319427811078230018,2020-10-22T23:57:58.000Z,UNCW,dXNlcnRhZyB1c2VydGFnIC1QUk9OLSBhY3R1YWxseSBkbyBldmVyeXRoaW5nIGluIHV0YyBhbmQgLVBST04tIHVzZSB0aGlzIHJlYWxseSBjb29sIHRvb2wgY2FsbCB0aGUgZml4IGV2ZW50IGFubm91bmNlciB1cmx0YWcgLVBST04tIHB1dCBpbiB0aGUgdXRjIHRpbWUgYW5kIHRoZSBkYXRlIGFuZCBkaXN0cmlidXRlIHRoZSBsaW5rIHdoZW4gLVBST04tIGNsaWNrIG9uIHRoZSBsaW5rIC1QUk9OLSBjb252ZXJ0IHRvIHdoZXJlIC1QUk9OLSBiZSBhbmQgZ2l2ZSBhIGxpc3Qgb2Ygb3RoZXIgY2l0eQ==,"@MarineGeo_UNCW @PalaeoPERCS We actually do everything in UTC, and we use this really cool tool called the ""Fixed Event Announcer"": https://t.co/3VZJ96sosY - we put in the UTC time and the date, and distribute the link - when you click on the link, it converts to where you are &amp; gives a list of other cities","paleobiologist/oceanographer; hutchinson fellow @yale; former harvard society junior fellow; fish teeth, ancient marine ecosystems. circus artist. she/her","[""biologist"",""oceanographer""]"
5fc6cf318cb5d32f99abde87,1319413225071415296,2020-10-22T23:00:01.000Z,UNCW,aGVhciBkciBhbml0YSBmb2VtYW4gZm91bmRlciBvZiB0aGUgZG5hIGRpc2N1c3Npb24gcHJvamVjdCBhbmQgcHJvZmVzc29yIGluIHRoZSBkZXB0IG9mIGNvbW11bmljYXRpb24gc3R1ZHkgYXQgd2VzdCBjaGVzdGVyIHVuaXZlcnNpdHkgb2YgcGEgYWJvdXQgaG93IC1QUk9OLSBhbmNlc3RyYWwgZG5hIGJlIGNvbm5lY3QgdG8gLVBST04tIGh1bWFubmVzcyBvY3QgYXQgbm9vbiByZWdpc3RlciB1cmx0YWcgdXJsdGFn,"Hear Dr. Anita Foeman, founder of the DNA Discussion Project &amp; professor in the Dept of Communication Studies at West Chester University of Pa., about how our ancestral DNA is connected to our humanness. Oct. 23 at noon. Register: https://t.co/2qYa6WFOKc https://t.co/XG2RyQN5Yq",school of health and applied human sciences  •  school of nursing  •  school of social work @uncwilmington,"[""sciences"",""science""]"
5fc6cf318cb5d32f99abde88,1319409926964469760,2020-10-22T22:46:54.000Z,UNCW,dXNlcnRhZyB1c2VydGFnIGkgaGF2ZSBubyBpZGVhIHdoaWNoIGJlIGRheWxpZ2h0IGFuZCB3aGljaCBiZSBzdGFuZGFyZCBpIGFsd2F5cyBqdXN0IHVzZSBldCBwdCB3aGVuIC1QUk9OLSBiZSB3cml0ZSBlbWFpbCB0aGUgaWRlYSBvZiBkbyB0aGlzIHdpdGggaW50ZXJuYXRpb25hbCBmb2xrIGJlIHN0cmVzc2Z1bCBnbXQgZnR3,@elizabethsibert @PalaeoPERCS I have no idea which is daylight and which is standard. I always just use ET/PT when I’m writing emails. The idea of doing this with international folks is stressful. GMT ftw,marine geologist at @uncw_eos,"[""geologist""]"
5fc6cf318cb5d32f99abde89,1319386895055466500,2020-10-22T21:15:23.000Z,UNCW,c28gZXhjaXRlZCB0byBiZSBhIHBhcnQgb2YgdGhlIGNyaXRpY2FsIGFuZCBkZWNvbG9uaXplIHByYXhpIHRlYWNoIGluIGhvc3QgYnkgdW5jdyBzdXBlciBleGNpdGVkIGZvciB3aGF0IC1QUk9OLSB3aWxsIGxlYXJuIGFuZCB0ZWFjaCB0b21vcnJvdyB1cmx0YWc=,"So excited to be a part of the Critical and Decolonizing Praxis Teach-In hosted by UNCW. Super excited for what I’ll learn and teach tomorrow!

https://t.co/4FrhUlgpn5","#blerd, womanist, writer | assistant professor at cu boulder | sff, literacy, education & justice |pronouns: she/her| aka 💖💚| thoughts = own | #blackgirlsff","[""professor"",""education""]"
5fc6cf318cb5d32f99abde8a,1319347610520530944,2020-10-22T18:39:17.000Z,UNCW,am9pbiB0aGUgc291dGh3ZXN0ZXJuIHBvbGl0aWNhbCBzY2llbmNlIGFzc29jaWF0aW9uIHN3cHNhIGNlbnRlbm5pYWwgdmlydHVhbCBzcGVha2VyIHNlcmllcyBmb3IgYSBkaXNjdXNzaW9uIG9uIHJhY2UgYW5kIHJhY2lzbSBpbiBhbWVyaWNhIHRvZGF5IG9jdG9iZXIgMjJuZCBmcm9tIHBtIGVkdCB2aWEgem9vbSBmb3IgbW9yZSBpbmZvcm1hdGlvbiBwbGVhc2UgdmlzaXQgdXJsdGFn,"Join the Southwestern Political Science Association (SWPSA) Centennial Virtual Speaker Series for a discussion on Race and Racism in America TODAY, October 22nd from 3-5 pm EDT via zoom! For more information please visit: 
https://t.co/oKagh9j0SD","home of the undergraduate degree in political science and graduate degrees in public administration, coastal & ocean policy, conflict management & resolution.","[""graduate"",""undergraduate"",""science""]"
5fc6cf318cb5d32f99abde8b,1319332473692585984,2020-10-22T17:39:08.000Z,UNCW,dXNlcnRhZyB1c2VydGFnIHVuaXZlcnNpdHkgb2Ygbm9ydGggY2Fyb2xpbmEgd2lsbWluZ3RvbiB1cmx0YWc=,@jf_saltarin @StalagNick University of North Carolina Wilmington: https://t.co/rOP7JndxyI,"science enthusiast, postdoc @cuboulder. i research long-term climate trends in the arctic. stable isotopes are my jam.","[""postdoc"",""research"",""science""]"
5fc6cf318cb5d32f99abde8c,1319311001263681536,2020-10-22T16:13:48.000Z,UNCW,YW4gbm1yIG1hcmluZSBuYXR1cmFsIHByb2R1Y3RzIGRydWcgZGlzY292ZXJ5IG9wcG9ydHVuaXR5IGluIHRoZSByIHRob21hcyB3aWxsaWFtc29uIGxhYiBhdCB0aGUgdW5pdmVyc2l0eSBvZiBub3J0aCBjYXJvbGluYSBhdCB3aWxtaW5ndG9uIHVybHRhZyB1cmx0YWc=,"An NMR / Marine Natural Products Drug Discovery opportunity in the R. Thomas Williamson lab at the University of North Carolina at Wilmington

https://t.co/XgSA02sC1r
https://t.co/TwssM8Fui5",chemistry phd student | @michiganchem | #blackinchem | natural product chemist | nih cbi trainee | nsf grfp | crossfit enthusiast | 🔺🐘1913 | 🇳🇬 🇵🇷 🇻🇮,"[""chemist"",""phd "","" phd"",""phd student"",""student""]"
